261954070938537985	228190529	kasabian	"positive"	Not Available
260940907082293248	321674291	larry bird	"neutral"	The greatest ballers of all time http://instagr.am/p/RJhjSmHIlo/ 
263956867787673600	183985016	becky	"positive"	GM nvr4get Stevens,Smith,Doherty,Woods #Benghazi @ljmljm55 @dj4jg @paverlayer @fsbull @revkahJC @dickstrash @borderfox116 @swedenG
263975113404342273	616166780	cebu	"objective"	Expect light-moderate rains over E. Visayas; Cebu, Bohol, Samar & Leyte have 30-70% chance of rains tonight! Expect fair weather tomorrow!:)
257343699460173824	10115042	nfc championship	"positive"	One ticket left for the @49ers game tomorrow! Don't miss the rematch of the NFC Championship game against the NY Giants! Hit me up!
264125591337463808	348691527	afc	"negative"	AFC away fans on Saturday. All this stuff about the 'she said no' chant. It's bollocks. When he has the ball, just turn your back on him.
262350309781823488	540496404	the grey	"negative"	My Saturday night has consisted of me watching The Grey with my puppy while my parents throw a rager #whaa #liamneesonisbosstho
264259830590603264	183011479	castle	"negative"	Why is it so hard to find the @TVGuideMagazine these days? Went to 3 stores for the Castle cover issue. NONE. Will search again tomorrow...
257239661976625152	64642600	nfc championship	"objective-OR-neutral"	Game 1 of the NLCS and a rematch of the NFC Championship game tomorrow. SF's gonna be cuuuuhraaaaaaaazeeeee
263868270006906880	834524701	indianapolis	"objective-OR-neutral"	Not Available
264223934403211264	117204603	austin rivers	"neutral"	@iSWAGx22 there is 2 games the hornets or the heat
264041764460036096	198706982	act	"positive"	Never start working on your dreams and goals tomorrow......tomorrow never comes....if it means anything to U, ACT NOW! #getafterit
264102295392882689	43577828	flacco	"positive"	Charles Tillman won NFC Defensive Player of the Month.
264173636141850626	827129677	fl	"positive"	Who's watching #rhom ?? It's on now :)
264071572925603841	43167117	android	"positive"	Looks like Andy the Android may have had a little too much fun yesterday. http://instagr.am/p/Rfzo6FInsj/ 
262115068320284672	306647135	nikon	"positive"	Not Available
264239636799430656	864992245	las vegas	"objective-OR-neutral"	BLACK FRIDAY Huge Saving Aerial View of a City, Paris Las Vegas, the Las Vegas Strip, Las Vegas,... http://prlasvegas.outdoorkitchennarm.com/black-friday-huge-saving-aerial-view-of-a-city-paris-las-vegas-the-las-vegas-strip-las-vegas-nevada-usa-photographic-poster-print-by-panoramic-images-36x12/ …
264250109833924608	808985521	bell	"positive"	YES we all know INDIO vs CV is tomorrow the BELL GAME. Its enough.!!
257951107530252289	100101797	jenelle	"negative"	@MelmurMel @PBandJenelley_1 @vl_delp_ham_ Jenelle lies,1st she said she was alone &the hosp.now she's saying how weird it was for Keiffer's
263502599699955712	138301329	lmfao	"negative"	It's a rumor goin around about how to vote, ima look into it and get back to y'all
264089847680077824	730902828	hong kong	"positive"	@tantrak I'm going to Hong Kong during that time and mamA is on Nov 30. I want to see them live
247426222190125056	229673919	nick j	"positive"	Happy 20th Mr. President! Nick J forever off the chain.
224195395138490370	423023064	dream high 2	"negative"	Not Available
236665189502681089	551910244	mohamed morsi	"objective"	Mohamed Morsi, Egypt's Muslim Brotherhood president, instructed the Supreme Council of the Armed Forces Thursday... http://fb.me/1AIvanLJZ 
262384414623936512	17091853	bill murray	"neutral"	C'mon Avila! You just got tagged out by a guy who looks like the kid Bill Murray was researching in The Royal Tenenbaums! #Tigers
263936581734383617	108594490	boro	"negative"	Predicted #AFC to win League Cup before last night's draw. Even more certain now. 2-1 over Chelsea in final after seeing off Bradford & Boro
249228128302551040	160639448	grammy awards	"objective-OR-neutral"	At the first Grammy Awards, held on 4 May 1959, Domenico Modugno beat out Frank Sinatra and Peggy Lee for the Record of the Year,with Volare
243094456398663680	49991044	vow	"positive"	Not Available
263346444772184065	566521127	jennette	"positive"	@lovemccurdyjenn It is!♥
263970913270251520	15794878	tim cook	"positive"	Good morning Thursday. "Life is fragile. We're not guaranteed a tomorrow so give it everything you've got." - Tim Cook [Do it for Jobs!]
264162997088436224	93655075	argentina	"positive"	#Twitition Mcfly come back to Argentina but this time we want to come to mar del plata!!! http://twitition.com/p9clo 
259821574394355712	23346086	sag	"positive"	Virgo rising is one of the rising signs that is more advantageous for relationships because #Pisces desc
263800856321859584	49032667	cvs	"negative"	My teachers call themselves givng us candy....wasn't even the GOOD stuff. I might go to Walmart or CVS tomorrow/
264011728084410369	24144230	afc	"neutral"	#Broncos Peyton Manning named AFC Offensive Player of the month. It's his 5th such honor, second to Tom Brady's 6, tied w/ TD.
264120483384008704	533302080	kendrick lamar	"objective-OR-neutral"	@TooZany is bringing out Kendrick Lamar the 6th of December!?! Get your tickets now!
263939499426476032	37877566	android	"positive"	@jackseymour11 I may have an Android phone by the time I get back to school! :)
264056733691961345	23939440	premier league	"objective-OR-neutral"	Andre's Wigan Warning - #COYS Official Site Wigan might currently occupy 15th place in the Premier League,... http://tmblr.co/ZiAjGyWOM57G 
264166129126227970	43464427	las vegas	"positive"	Not Available
255098372162211840	622023706	my valentine	"positive"	Not Available
260625554917711872	887211919	royal rumble	"positive"	Not Available
261965816906534912	345065738	noel gallagher	"objective-OR-neutral"	Whoa, Songza just gave me Oasis - instant flashback to high school days with @KSmiley2
264042275108188160	493383592	valentines	"objective-OR-neutral"	When my professor passes out candy and says "a very small amount of that may be from Valentines day, just so you know"
263656013541027840	913170146	eli manning	"objective-OR-neutral"	How are they going to act in new york with the subways out? They better clutch it out like Eli Manning 4th quarter
165044172858986496	160465887	signing day	"negative"	Homegrown talent missing on Signing Day: Throughout most of the day on Wednesday, the video scoreboard ... http://bit.ly/ztNRG0  #Raleigh
264230416897159168	142476472	taylor swift	"positive"	taylor swift is coming with ed sheeran june 29th? most perf news i've heard all night.
263809311086628864	175523498	noel gallagher	"positive"	The great Noel Gallagher is about to hit the stage in St. Paul. Plenty of room here so we're 4th row center. Plenty of room. Pretty fired up
254278082985336832	468622626	jim white	"positive"	Not Available
263797084673691648	372303578	boro	"objective"	I hope we do get promoted & don't tail off like last season. Just to piss the southern media off. Hello & welcome to the #boro. Our shithole
264162375182217217	299885545	amazon	"negative"	My #Halo4 copy was despatched today. That just screams an early delivery!! #fingerscrossed
229553993750282240	75542870	sadat	"positive"	Not Available
264253780797825026	201148169	the ravens	"neutral"	Playing as the Browns HC K. Fri in #Madden13, XFacalac lost to the Ravens 21-28 on All-Madden #ConnectedCareers
263974210618146816	184136559	premier league	"positive"	#CFC @juanmata10 is the best of the Premier League! His overall EA Sports Player Performance Index score: 217. (1st place) #MataMagic
260193762398064640	33442620	nooooooooo	"negative"	Ohhh Nairobi leggings 😍😍😍
256237809147445248	478075690	billy cundiff	"neutral"	Not Available
264198711113039872	113783053	breaking dawn	"positive"	@grandvincenzo on November 16 be ready to head to the movies. Breaking Dawn: Part 2. (;
262977065568051201	73767786	the vow	"objective-OR-neutral"	after seeing @Iam_FaithReid's tweet about watching The Vow, I think I may need to watch it.
263281866856087552	53443641	will ferrell	"positive"	Tomorrow shall consist of watching Will Ferrell films with my fave people and Chinese food, sweet.
261978292612120576	417557827	avril lavigne	"neutral"	Not Available
261587085977337856	214153862	billy cundiff	"objective-OR-neutral"	Not Available
262068536187432960	90333241	cougar town	"positive"	@jbmclendon WE'RE THEY HIGH?! WE'RE THEY SITTING IN THE ROOM SAYING "I'LL GIVE HER A 99 & HIM A 32. BY THE WAY I'M HIGH ON CRACK!!" hahahaha
264215390773727232	276151090	kentucky	"objective"	Alex Poythress had 11 points and 7 rebounds in his debut with Kentucky during an exhibition game on Thursday. He played 28 minutes.
245461530206932992	222961982	jason wu	"positive"	I think I may have a heart attack for Jason Wu's new collection. So Charlotte Rampling in the Night http://pinterest.com/pin/68891069271126578/ …
263391524769898496	615354091	cst	"neutral"	If I can get my equipment working correctly we will have a live show on Friday at 6 pm CST with contactee Ray... http://fb.me/1NKnb6ZhU 
260248287255343104	407729607	jim white	"positive"	Amazing concert tonight with Jim White and the TCU Jazz Ensemble/Faculty Jazz Combo! Don't miss tomorrow night... http://fb.me/25EQZW3B0 
256984347935141889	62265830	cundiff	"neutral"	#Nationals 9th Inning had that "4th Quarter #Redskins" feel, didn't it? Coulda swore I saw Cundiff shank one from the mound.
264150962204192769	470529724	britain	"positive"	Not Available
264087252299296768	15537302	nevada	"neutral"	Not Available
256416307182985217	47208627	fabio capello	"positive"	Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://bit.ly/Q1z5MC 
259452211883569152	63808899	bellamy	"neutral"	JACKALS GOAL! Jimmy Martin sneaks a rebound past Killeen to give Elmira a 2-1 lead. Bushee & Bellamy with the assists.1:09 left 2nd period
263732569508552704	369152026	girls club	"positive"	Kick-off your weekend with service! EV!'s Get on the Bus trip to the Boys & Girls Club is Friday from 3-6! Hope to see you there :)
264222052129574912	430519387	parker	"positive"	Parker!!!!!
213342054351257601	189656827	desperation day	"negative"	Desperation Day (February 13th) the most well known day in all mens life.
255190216795639808	366751482	australia day	"objective"	In South Dakota #Columbusday has been replaced with #nativeamericanday meanwhile the rest of America celebrates #Genocide
264135339327766529	159343219	eleanor	"objective-OR-neutral"	paul-and5homos: Harry and Louis are just fri- Eleanor is such an inspira- Harry is such a manwho- Louis is... http://tmblr.co/ZFia7xWPV8yE 
263079812954992640	392639346	tim cook	"neutral"	#web Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday replaced the heads of ...
262311130586816512	75398254	the notebook	"positive"	Not Available
264088457490604032	509707361	niggas	"negative"	"@PaperChasinAL: Damn next Saturday tho" Niggas was trynna get shit over with #early
263132960507703296	449609540	harry styles	"objective-OR-neutral"	and the 4th one is for Harry Styles!! <33333
264229531773177856	33695498	bruno mars	"neutral"	Not Available
259022549604790273	204793455	jenelle	"objective"	Blog Post: MTV's "Teen Mom 2" Returns for an Intense Third Season with Chelsea, Jenelle, Kailyn and Leah on Monday,... http://dlvr.it/2LLcQV 
253050608322502657	200261099	davos	"objective"	The Business Leader's Award ceremony will be held during the @wef annual meeting in Davos on the 25 January 2013! http://www.endhumantraffickingnow.com/?portfolio=business-leaders-award-ceremony-to-be-held-during-the-wefs-upcoming-annual-meeting-in-davos-2 …
262999273275260928	101319101	republic day	"positive"	@elifyk1 Hi Elif Greetings from USA midwest How is school going? Happy Turkish Republic Day! I can't wait for Nov 8 #NewGlee Yes!
263919760503361536	87970697	jeremy kyle	"positive"	Hoping to look FIT tomorrow on the Jeremy Kyle show #ITVFashion
264203403473850368	853146211	joe	"objective-OR-neutral"	@Jordon_Atkins me you and joe gone chill Saturday of i come tho
264242024453111809	45450902	nevada	"negative"	"Obma fails 2unite us, he divides us by sex, color,party,age, wealth Nevada's 1st Latino governor votes early for Romney, predicts GOP win"
256787668367704066	610413207	the grammys	"positive"	Grammys concert pays moving tribute to Whitney Houston: Whitney Houston was given a final sendoff by the Grammys on Thursday as Halle...
264187448853151744	314626767	nevada	"objective"	Calling all voters, I'm calling on Nevada,Florida,Ohio,Tuesday night is the night u guys will i repeat will shine for the president lets go!
263865575313383424	410051441	cst	"neutral"	We tallied up the votes and are announcing the winners for Calling All Communities! Tune in http://uscellular.com/  on Nov 1st at 11am (CST)
259224351478521856	20050520	my valentine	"objective-OR-neutral"	It's Radio 1 Rocks next - week starting off with a Live lounge on @fearnecotton's show with Bullet for my Valentine on Monday
246760239221858306	7532872	drew peterson	"positive"	Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c: http://bit.ly/QZkoK1 
262862262270820352	601803511	bale	"neutral"	I always said he could be the best.. pic.twitter.com/xoGbK3Jg
263494063251140609	378805603	valentine 's day	"negative"	Halloween may be the second worst holiday, right after valentine's day
264084352340742145	388974334	georgetown	"positive"	PUMPED to open the season tomorrow night against Georgetown! Women's Preview: http://bit.ly/QXekV7  | Men's Preview: http://bit.ly/QXemfI 
264160761117552640	32215290	candy	"negative"	Just found a piece of candy that may have been injected with something. #Why
263319006063259649	432174507	tim cook	"objective-OR-neutral"	Apple shakeup Mobile software boss eased out: Apple Inc. CEO Tim Cook on Monday pushed out the powerful head of the company&#039;s mo...
263799123847806976	22100843	noel gallagher	"neutral"	Somehow I managed to "lose" my princess leia bra on Saturday. I'm going to Noel Gallagher as "Glock at Phish" ie jorts&tank. @custymcnoob
263924763423035392	27133567	android	"neutral"	so suggest some child friendly apps for ipad and some not so child friendly as well ;)
264183514176552961	316127177	android	"neutral"	Android 4.2 Camera app with Photo Sphere now available for Galaxy Nexus: Introduced on Monday, Android 4.2 bring... http://bit.ly/TffDi7 
262575945741914113	31121565	ricky martin	"positive"	SAEED: #NowPlaying: BEP, Ricky Martin and KT Tunstall! Great songs to get you through your Sunday! Hate the rain!! http://boltonfm.com/listen-live 
263921038352580608	213263464	greek	"neutral"	The moments last night when you can't tell if it's for Halloween, or just an ordinary night in Camden #drinkup
263730342454771712	423313613	the grey	"neutral"	Are you ready to shop The New Collection from H&M tomorrow?? The Grey Concept from H&M http://www.madaboutthegirl.com/2012/10/the-grey-concept-from-h.html?spref=tw … #fashion #shopping #highstreet
263748118091276288	785067278	apple ceo	"objective"	FAQ: What is 'skeuomorphic design' and the executive shakeup at Apple: SAN FRANCISCO, CA - MARCH 07: Apple CEO ... http://bit.ly/T89gNo 
263651627372777473	19594426	super bowl sunday	"objective"	Fact of the day; Halloween night is Papa John's second busiest night of the year behind Super Bowl Sunday.
264225809655533568	211763357	queen	"positive"	Not Available
257369508086423553	531994655	ricky martin	"positive"	Omg. Ricky Martin may be gay but he is one fine ass gay man.
264249493787136000	260882576	israel	"positive"	#NBA I'm excited :)
263115779204075521	410272830	chocolate day	"positive"	On the bright side tomorrow's CHOCOLATE DAY #getexcited
261845689280102400	96809957	chocolate day	"positive"	Um I just learned that Sunday is NATIONAL CHOCOLATE DAY. I'm totally taking advantage of that.
261688724017008640	96363925	axl rose	"objective-OR-neutral"	Not Available
261434845773828096	391892475	noel gallagher	"negative"	Noel Gallagher: "Musicians are fucking idiots." - Yeah, Brian May - he's an idiot... an idiot who just so happens to be a professor?
252798281413967872	23075654	vow	"objective-OR-neutral"	Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday. http://bit.ly/V6sjMm 
264182638816919552	446301191	asia	"positive"	@HOPE_forHippies Hell yea lmfaoo , & see you tomorrow Asia baby (;
264138191030874112	850357831	argentina	"neutral"	@Real_Liam_Payne I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!
263864248952836096	609103932	valentine	"neutral"	Its November already.. Christmas will be here soon, then New Year, then Valentine's day then GRADUATION?!?!
263972222677417985	229497776	michael jackson	"positive"	#NowPlaying Michael Jackson - She's Out of My Life (Live At Wembley July 16. http://mjtunes.com/michael-jackson-radio … L.O.V.E it! #MjTunes
263867263474597888	428841738	niggas	"negative"	Niggas be on the LAKERS DICK...we still gon finish damn near first seed...while yo team be struggling for the 8th spot
240553933116944384	533752023	sadat	"positive"	YEP☺ strong man. 81 in october RT "@StevenB7777: @RediTlhabi Nothing wrong with DT's moral compass, even at, what, 82..."
261642731477168128	372012787	jenelle	"positive"	@amberrblack amber fantastic news!!! We will reunite with Barbara and jenelle on November 21st when teen mom 2 premieres!!
262661737994670080	186089082	valentines	"objective-OR-neutral"	I need another Viv necklace... May buy myself one for Valentines day #nojoke
246320271248744448	206354030	niggas in paris	"positive"	I'm in the bathroom bumping "Niggas In Paris" Crunk ass hell like it's my 1st time hearing it this song will never get old lol
255690502970671104	18712398	the grammys	"objective"	Just got tickets to see Muse in Florida. That, combined with the Grammys two weeks prior, equals a really busy February for Ruby and myself.
258695108529119232	64351004	nick j	"positive"	Welcome Nick J! :") "@nickjonas" In Manila! So excited for the show on Friday.
261632295520333826	217685779	royal rumble	"objective"	Battle for the 17th banner: Royal Rumble basketball edition
263513324912795648	298683418	ray lewis	"positive"	no matter what anyone says...Ray Lewis may be the best defensive player to ever play the game. Hes got heart and hes got anger.
261184553337630720	244570235	grammy awards	"positive"	4th Album out #RED, #20MillionSwifties, 6 Grammy Awards, 10 AMAs, 13 BMI Awards! Reigning Entertainer of the Year ACM! #6YearsTaylorSwift
226474708487532546	59060233	kissing day	"objective-OR-neutral"	Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month, Ca... http://ow.ly/1lwzys 
247183266782789632	260477688	nick j	"positive"	It's midnight on the east coast which means its @nickjonas birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! <333
251742524601925633	610495100	apple ceo	"negative"	Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the company's error-ridden new mobile map...
261706811453886464	79601816	monta ellis	"neutral"	Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday http://goo.gl/fb/rh1J8  #nba #playersnews
258989036205662208	25393624	larry bird	"neutral"	When I teach a basketball in my own school, we're gonna spend the 1st day watching Larry Bird videos, & the rest will take care of itself.
264084748345962496	747406040	android	"objective-OR-neutral"	AT&T offers free cloud storage for iOS and Android AT&T on Thursday announced a new service it calls AT&T Locker th... http://cnet.co/RxB7aa 
263794433596723200	41680302	king dr	"positive"	We are here @NBCofChicago for our 12th Anniversary celebration. You still have time to make it - 6620 S. King Dr
237571817550786563	727519172	signing day	"objective-OR-neutral"	Not Available
263449315350032384	295403177	bale	"objective"	@mysticvalley Mitch are you free on Sunday to bale leaves for an hour? If not no big deal you can have them for animals
260270126576836608	203247686	avril	"objective-OR-neutral"	@JimmyMcGorman @Ferlazz @rodneyondrums @stevefekete Here's a pretty good one ! pic.twitter.com/6ayytZtY
252330752665075712	268248070	nta	"positive"	Love how I skipped every category of the NTA's besides the soaps. Couldn't give half a fuck if everything else went off the air tomorrow.
263610933568499712	302256936	ray lewis	"negative"	The NFL area in Nike Town on Oxford Street in London has now been moved to the 2nd floor. @NikeUK, @usnikefootball pic.twitter.com/qZ53EHhO
262903244886507521	575902991	new york giants	"objective"	New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://dlvr.it/2PF10l 
264240983032614912	123520382	queen	"objective"	C'mon c'mon does sound like Queen's we will rock you somehow...
250929234997039104	399878389	niggas in paris	"objective-OR-neutral"	Mashed out to "Niggas In Paris" in the club while in Paris... as cliche as it may sound. #WeOutHere
264055660864487424	346867096	premier league	"objective"	Pick the Chelsea team to play Swansea - Chelsea's focus now turns back to the Premier League and on Saturday we make... http://ow.ly/2sZ1js 
247772918384320512	19885888	davos	"neutral"	I have this vision of all European airports full with hockey players.
254032799680589826	412603173	grammys	"positive"	My mom just texted me reminding me that Grammys birthdays tomorrow.. HOW COULD I EVER FORGET? #BiggestDayOfTheYear
262206571201822721	185101254	olympus	"positive"	The mark of athena here we goooo. Brb reality
264143294903246848	331180650	champions league	"negative"	Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. #AFRICA
263247166582173696	45671664	aston villa	"negative"	@chrischris__ The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. #legend
226238092191875072	141284401	dream high 2	"negative"	OBVIOUSLY, i am not a fan of Dream High 2 and i haven't even watched it! well, i watched the 1st ep,that's where i heard that song!^^
258887925075410944	37007849	grammy awards	"positive"	Black History Fact: Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year, and to repeat the next yr
263530816162902016	323297690	david letterman	"positive"	Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I've seen tonight.
246588959247974401	67771614	mitch daniels	"objective-OR-neutral"	Gov. Mitch Daniels will announce his Indiana Supreme Court pick at 10 a.m. Will the 3rd time be the charm for a female member of the panel?
263526095821889537	621475146	harry styles	"objective-OR-neutral"	Goodnight everyone!!! Talk to you all tomorrow :D I shall leave you with Harry Styles -A http://25.media.tumblr.com/tumblr_mcpyrnkgqh1rs436uo1_500.png …
263753326422806528	18013192	super bowl sunday	"objective-OR-neutral"	Most common nights to order pizza: NYE, Jan 1, day before Thanksgiving, Super Bowl Sunday, Halloween. http://p-bu.mp/msp- 
257865075933728771	413586409	the grey	"positive"	The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two-tone dress by @shopbop! http://piecefulwedding.com/puzzle/31/Monday …
264244214248919040	560591956	kendrick lamar	"negative"	Not Available
262380235985657856	40098249	tehran	"objective"	HARAKAH: Iran army monitoring all ships in Gulf: TEHRAN, Oct 28: A senior commander of the Islamic Revolution Gu... http://bit.ly/VSN8MS 
263740861031010304	16380085	bale	"neutral"	HT: Norwich 0-0 #Spurs. We've edged the 1st half without creating any clear cut chances. Bale's had a couple of decent long range efforts.
264226988879933440	26639468	colorado	"positive"	Guys, the Marijuana law in Colorado, Oregon, and Washington can pass this Tuesday. #HighHopes
254600864868749313	59459031	grammy awards	"positive"	Breezin' won the Best Pop Instrumental Performance at the 19th Grammy Awards
248234871238037508	51264823	joe paterno	"objective"	"Pacino is going to play Joe Paterno. This is the 2nd time he has starred in a film, that has the line 'say hello to my little friend"- SNL
264161130585399297	163101429	dublin	"negative"	Not wearing make up to Dublin tomorrow until I'm getting ready for the party. Help.
263953741877764096	341470410	cny	"neutral"	Snow may fall for parts of CNY the next few days. Find out where the best chances will be at 6:42 am on TV & online: http://www.9wsyr.com/content/mediacenter/live/one.aspx …
263803288074477568	396953010	austin rivers	"neutral"	It seem like Austin Rivers is tryin to had to get a bucket. I feel em tho my 1st game in the league I was trying hard too
204001339599106048	160648260	cofield	"neutral"	Cofield draws leadoff walk in top 4th. Zaharion at the plate.
257332145687785472	328656254	jennifer hudson	"objective-OR-neutral"	I'm gonna be the black version of cher lloyd for celebrity day this thursday asdfghj
264235642039455744	22111480	joe	"positive"	@MehDusta I MISS YOU AND I BETTER GET A JUGE KISS AND HUG TOMORROW NIGHT (because you WILL BE at joe's :))
264177327490072577	992361	colorado	"negative"	Not Available
263976883354480640	497155084	michael jackson	"objective-OR-neutral"	Sat down to watch Michael Jackson this is it on DVD xx
256395784038277120	163198967	nta	"objective"	On the set of the Axis of the Nigerian Economy, airing every tuesday 8:30pm on NTA international (DSTV) http://lockerz.com/s/252184437 
261769579544584192	20096243	charles dickens	"positive"	Text from my dad: "you like Charles Dickens" 1) obvs looking at my amazon wish list (too late for Sunday) 2) why th surprise?!
264167430564237312	17781471	maryland	"negative"	Upset alert in ACC men's soccer: #1 Maryland down 4-2 to Wake Forest late in the 2nd...AND down a man after an earlier red card.
262627821908815872	28844188	super sunday	"negative"	really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd #BiasPrick
258836119532228608	25483231	noel fielding	"neutral"	I may have missed out seeing Noel Fielding and Rich Fulcher today, but I did just see Tom Tilley! #samsimmons
264259489627250689	50771140	germany	"negative"	Thankfully he's in Germany now. And comes home in January. Still dangerous though.
258625516481953792	134881721	charles dickens	"positive"	Looper was amazing!!! Now to the theatre to see Simon Callow's 'The Mystery of Charles Dickens' ...loving my Wednesday off work :-)
222345601793277953	161407278	happy valentine 's day	"positive"	If you're an October baby, then Happy Valentine's Day to your folks ... They have an annual memory
255848522581164033	363795716	negros	"objective-OR-neutral"	Negros and nigglettes, all who would like to attend the a$ap rocky concert on November 17th at starland lemme know tickets are only 25
264105390818619394	812898906	britain	"positive"	Wish Maddie luck next saturday, she has a solo audition for Britain's Got Talent! :) ~ Ellie xxxxx
263660551836667907	130994597	victor cruz	"objective"	Not Available
241225651074527232	39010302	joe pa	"neutral"	% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? @Espngreeny
256018140318822400	580515576	joe pa	"negative"	@Matt1Murphy so what do you think o me getting to go up there yesterday?? pretty intense...
263362769011748864	27020138	mizzou	"positive"	Mizzou commemorates its win over Kentucky with a T-shirt. No, really. | Dr. Saturday - Yahoo! Sports http://sports.yahoo.com/blogs/ncaaf-dr-saturday/mizzou-commemorates-win-over-kentucky-t-shirt-no-220237716--ncaaf.html … #fb
227577801526616064	629745753	the royal rumble	"objective-OR-neutral"	Not Available
260036217008185344	278137824	the superbowl	"neutral"	When desean jackson returned that punt against giants, that was awesome
263706155778441216	27556859	valentine 's day	"objective-OR-neutral"	Not sure why, but really have the bug lately to buy a .30-06 - maybe I just like saying .30-06
223045564571459584	305277813	happy valentine 's day	"positive"	Happy Valentine's Day!!! @MAziing: Everyday is the 14th!
251954639119974401	21550315	paterno	"objective"	I have to finish reading Paterno by tomorrow so I can watch football Sunday and Monday and prepare for the #NBA2k13 release #120pagesleft
263961750142062592	441531846	becky	"objective-OR-neutral"	Couldn't be more tiredd! Chinese & A early night sounds good @haydengg <3
263704789186117635	38615758	will ferrell	"positive"	Just watched The Campaign with Will Ferrell and Zack Galafianakis... Good fun for a Wednesday. #Hilarious
262778055402090496	22513829	superbowl	"objective"	@sumeetkulkarni Season ends with Superbowl in first week of February.
260799759097421824	15659445	olympus	"objective-OR-neutral"	Impressions...: Review: The Mark of Athena (Heroes of Olympus #3) ... http://www.impressionsofareader.com/2012/10/review-mark-of-athena-heroes-of-olympus.html?spref=tw …
260949777687117824	32704887	larry bird	"neutral"	Crazy I was in a meeting with an old NBA player that was picked 3rd before Larry Bird
264209699732348928	355051509	new york giants	"negative"	Not Available
245532165637545985	34014706	the woman in black	"negative"	As an introduction to Literature we wrote about The Woman In Black, not something I particulalry want to read, may just cry #ShitMyself
264060311764619264	851106050	northern lights	"objective"	"@Ilovedoobz: @Patty_flipping I did, the other new is in today, northern lights......" I get payed tomorrow!
