259147549263409155	451270022	"neutral"	Jesiah of course can&#39;t fall asleep. So since he&#39;s off school tomorrow, he&#39;s cuddled up with mama watching Wizards of Waverly Place&lt;3
263642549640650752	37473785	"neutral"	@gleekyspnluver @flippinstarkids It says on Wiki that the ep will now air on the 13th, no links at the moment for it.
263764134603153409	119368537	"negative"	Cardinal men take 4th in Cypress Point tournament: A good host never outshines their guests, but the Stanford me... http://bit.ly/Yp1CkY
250754443665080322	254373775	"neutral"	Who&#39;s going to Concords football game this Saturday?
264225497007927296	31638022	"positive"	#7FactsAboutMyBestFriend 17, plays softball, loves the Lakers, she&#39;s a LA girl, Junior, Birthday September, 15th &amp; she loves her black boys!
260242911575281664	172806519	"neutral"	So Friday at Onyx there was a bachelor party &amp; the best man tells the bachelor, &quot;You getting married tomorrow!&quot; The bachelor says...
263181103639195650	219593011	"positive"	waking up to a Niners win, makes Tuesday get off to a great start! 21-3 over the cards and 2 games clear in the NFC West.
263821014046224385	805564027	"positive"	Contest Tomorrow! I will post a local Tucson property that is currently Active in the Tucson MLS. The first person... http://fb.me/Cb0TqL7L
263642982236962816	23116112	"negative"	@Duffy_Louise Nooooooo this Sunday is the last episode of Downton Abbey. :( There&#39;s a Christmas special coming but that&#39;s AGES away.
252153931885580288	232026825	"positive"	@justinbieber im so excited even though i wont see you til novemeber 5th. oiershdjkfwle GOOD LUCK TONIGHT, KIDRAUHL!
263567264568180736	21921308	"neutral"	If you didnt see it already heres my Halloween effort from Saturday - David Bowie frm the Labyrinth as a vamp! pic.twitter.com/GMzfdHnR
264238242461806592	333226074	"negative"	Well if no ones going to school tomorrow then I guess I won&#39;t go :p
263683449771130881	212811579	"positive"	Tom Brady wins AFC offensive player of the week for 22nd time http://wp.me/p14QSB-6flR (via @ProFootballTalk)
251908519006183424	222568923	"negative"	Watching Contraband on the PVR &amp; it&#39;s too frigging predictable to continue watching. Gonna go wash my hair. #friday
264066217084608513	424711087	"negative"	@JoshNorris @Rotoworld_Draft I&#39;d be pretty mad if the Packers took Bernard in the 1st just bc, Cooper/Eifert would be better IMO.
248992979929423872	538056135	"neutral"	Herald Sun: AFL stars make their UFC 152 picks: DANE Swan and Gary Ablett give us their pick... http://bit.ly/ViPkZU #sidebyside #gopies
263456331023917056	73688894	"negative"	Steal by Chalmers, on the break away and is fouled by Garnett. That is his 3rd foul of this game. #Celtics #299COMM
262938242230407171	579927031	"neutral"	@Holly_Gilchrist you out again on Thursday for #aNightmareOnGeorgeStreet at Chalmers?? #round2
263964366225948672	562143672	"positive"	Free to Watch!!! Justified: &quot;Justified&quot; follows Marshal Raylan Givens, a modern day 19th century-style lawman, w... http://adf.ly/EFgIo
255777630329131008	379829244	"objective-OR-neutral"	@_BigDaddyDouley Come SUPPORT the SHOW/MOVEMENT at Park dale High School on Oct 26th from 8-11 w/ AJA, DREAMTEAM, HQB, DSB &amp; HIB
264131802413809664	456125275	"positive"	@drewbrees I admire the relationship U have with your family.&#10; Lol iron man&#39;s a pretty suitable costume. Good Luck Monday Go Saints!
260213320819290114	415099284	"positive"	Lance just left, dinner with the fam was great. Managed to watch Napoleon Dynamite and The Devil Inside. Long story short: wonderful sunday.
264145535190052865	459496617	"neutral"	@shuayb_ well i went maths on mon, tues + wed but cba now youu? &amp;nopee just town today and thats itt x_x
263944763470913536	355395464	"positive"	Come see the David Bowie tribute show I&#39;m in @ King King, H&#39;wood, Nov 4 &amp; 5 (my b&#39;day). 6 singers/dancers, 6 pc band - killin!
264236951153016833	168794672	"positive"	Your like Jordan&#39;s on a Saturday I got to have you and I cannot wait. .
256143206696251392	375959159	"neutral"	But i wanna wear my Concords tomorrow though but i don&#39;t feel like it
264060931384942592	488981600	"neutral"	Gonna watch Grey&#39;s Anatomy all day today and tomorrow(:
263439915025567744	66899098	"neutral"	@CoachVac heey do you know anything about UVA&#39;s fallll fest loll they invited me so im going this sat but i really dont know what it is loll
264244193914941440	436745920	"neutral"	@DustyEf when that sun is high in that Texas sky, I&#39;ll be buckin it to county fair. Amarillo by morning. Amarillo ill be there...
262784216729796608	302369855	"positive"	Up 20 points in my money league with Vernon Davis and L. Fitz still to go tomorrow. Thats what I like to see
264067051595915266	156661657	"positive"	DEEJAYING this FRIDAY in THE FIRST CHOP it&#39;s CHRIS actual SMITH with a smashing mish mashing of TUNES from Stoke... http://fb.me/2t0KirOzw
262952406172700672	30441970	"negative"	The Rick Santorum signing that was scheduled for tomorrow at the Books A Million in Exton, PA has been CANCELLED due to the weather.
256470013043675137	153847605	"neutral"	@dreami9 lol yep looks like it! Was after El Clasico on Sunday. I didn&#39;t like her lol and this doesn&#39;t look serious so I&#39;m cool lol
264121585538060288	18214229	"objective-OR-neutral"	Back in Stoke on Trent for the 2nd time today!
264101028864094208	308036081	"neutral"	First Girls Varsity Basketball Game tomorrow at 6:00 pm&#10;Then Football Senior night at 7:15 pm &#10;See you there! Go Saints!
264260669908594688	905192335	"neutral"	#UFC lightweights @Young__Assassin VS @jamievarner set for TUF 16 Finale on the FX December 15 card, prelims on FUEL TV and Facebook. #MMA
264171267635163136	212994199	"objective-OR-neutral"	@OOOOO_WEEEE slide thru sometime this weekend ill have somethin yu can sip on lol gotta make a ABC run tomorrow anyway
264020716435935232	505288727	"neutral"	the fact that i still havent decided if im going to wvu tonight or tomorrow night hmmmm
253740684677378048	29658469	"negative"	@DannyB618 Sure absolutely-- I meant out of the Bachmann, Perry, Santorum, Herman Cain bunch this election. And Romney was not my 1st choice
264134402815180800	161400622	"negative"	@RichardGordon48 re Levein discussion on Wed. Can&#39;t keep changing boss, but he is far too negative. Brazil gone, new boss cud experiment.
264118859366289408	530797204	"objective-OR-neutral"	Today In History November 02, 1958&#10;Elvis gave a party at his hotel before going out on maneuvers. He sang and... http://fb.me/2jRu03CSc
263641145890963457	27294240	"positive"	Hustle cause you got to then kick back n party everyday like its Fri
264217714346844160	754325851	"neutral"	@_Wayward_Son Sam groaned. &quot;Don&#39;t /remind/ me...&quot; he murmured. He adjusted himself in his pants and sat up. &quot;We leaving then?&quot;
264224358367625216	263884037	"positive"	I can&#39;t sleep. Way too exited about Vancouver tomorrow! I&#39;m like a kid at Christmas.
264126077675393024	308903647	"neutral"	Coming to Greenville tomorrow for my last few days in Sc, then it&#39;s west coast shawwty
258217595008860160	761669990	"positive"	Entertainment: Tina Fey and Amy Poehler are hosting the Golden Globes, airing Jan 13. Get ready for a night full of laughs!! -Ashley&amp;Alyssa
264249042928803840	119219361	"negative"	#pause I bet the clippers are gonna get in the Lakers ass Friday (today)
263909653820362752	333854322	"neutral"	If you do another season of Big Brother please please please bring Friday night live back!! Everyone wants it back on! @BBAU9 #BBAU
264245061900959744	903063067	"positive"	@h0tlikepayne: It&#39;s #confirmed that you can listen to the deluxe version of TMH on ITunes 9pm GMT on Nov 5th, Monday.
263839149767917568	304208042	"neutral"	i said it b4 dat gucci been promoting his mixtape 2 drop on 10/17 since august, Gotti just up &amp; tried 2 come out on da same date
258991428267544577	109000595	"neutral"	Might do my sport work on the train tomorrow CBB right now
238128790902026240	580646464	"objective"	My Pain may be the reason for somebody&#39;s laugh. But my laugh must never be the reason for somebody&#39;s pain&#10;- Charlie Ch pic.twitter.com/iw1fy2wo
258432578879635456	630788531	"neutral"	Just watched most of movie,missed the 1st 20 min.s,but...I thought Y2J was in it!Looked like him,said Chris Jericho in credits,but...nah! (;
264231323089125376	625290162	"positive"	Busy day tomorrow, staging at bliss instead of sustenio!! Both very cool places. And my last night in Texas. Its gonna be great! :)
264190645273493505	25761279	"positive"	Thursday night is reserved for comedys on NBC, FX and tonight, NFL Network.
263115958795792385	64433236	"neutral"	At the Monday night football game Cardinals vs Niners with Steve Edlefsen and Matthew Kroon. http://instagr.am/p/RY9sY9JFmu/
261323192596037632	33527531	"negative"	Mitt Romney falsely claimed he saw his father march with Martin Luther King Jr. http://bit.ly/wUSRgw Mitt Romney what won&#39;t you lie about?
263276487526993920	15478723	"positive"	http://www.youtube.com/watch?v=MxbI75agBBU&amp;noredirect=1&#10;Its going down in #DeathValley this Saturday! Geaux Tigers @LSUfball @JacobHester22 @LSUCoachMiles
263832372020121601	120332676	"positive"	Get to see my big sis sunday and watch the Packers game! #missher @Laurrr_Miller
264237713539084288	56519468	"positive"	Not only is @MzMandyTugz home from China, she&#39;s in LA...I called her and screamed Mandyyyyyyyyyyyyy...I&#39;m gonna hug her for 2 hrs tomorrow!
264252283892670464	260721639	"positive"	Going to Singapore tonight :) Excited for Skyfall + penny boarding tomorrow!
264255664912752640	53332391	"neutral"	@marinabaysands May I know if there is still a chance to meet Tiger Woods before he leaves Singapore?
262115420805427200	337911550	"negative"	Firework just came on my tv and I just broke down and sat and cried, I need help okay
264226577850724352	290355805	"negative"	@TatiCuteAss you ain&#39;t gone do shit tomorrow we gone see chicken shit
253377445430968320	121630294	"negative"	My great grandpa was gonna march with Dr. King but he said &quot;nah man, why march when I can finger these white bitches instead?&quot;
261392854620991488	520571793	"neutral"	@REALBROTHER0003 did Romney&#39;s dad march with Dr.King yes or no ?
256075828117508096	40859723	"neutral"	Remember this? Santorum: Romney, Obama healthcare mandates one and the same http://articles.latimes.com/2012/jan/26/news/la-pn-santorum-romney-debate-healthcare-20120126 #TheRealRomney @Lis_Smith @truthteam2012
262080915516313601	564208582	"positive"	Watching Napoleon Dynamite with @katyholzzz = best Friday night ever! #throwback
264247420345540608	103658738	"objective"	Last Man Standing Season 2 Premieres November 2nd on ABC with an Election Theme http://goo.gl/GF4Om via @themomjen
262407702209232897	9422872	"positive"	Bama maintains the longest active unbeaten streak as they march (again) to the national title. ROLL TIDE!
261177055205531648	454794483	"objective-OR-neutral"	@robdelaney I&#39;ll donate $5 to the homeless guy on 3rd St. if u can talk @realDonaldTrump into letting us judge the next Miss America
264078489886552064	50767705	"negative"	So Clattenburg&#39;s alleged racism may mean end of his career; Terry, Suarez, Rio use it and can&#39;t play for a couple of weeks? #consistency
264229905464692736	321457017	"neutral"	Uploading my iPod for tht drive back to the O tomorrow
263952346617376768	57329671	"negative"	Pretty Little Liars is not back until the 8th of January!!! I&#39;m devastated
255916912826003457	226767148	"positive"	@ZulaGp @misstoyaj Watching this great interview with Ava Duvernay-new film coming out Fri. with the beautiful Nigerian actor from Red Tails
264241026498179072	561738042	"positive"	i like how each Friday the announcers hype how Alabama can be beat and each Monday state how Alabama is still number one...
227450404412203008	41141263	"neutral"	@hollyhippo I&#39;m going to blockbuster tomorrow to get Devil Inside if that&#39;s okay??;)
264054947392413698	107143841	"neutral"	[ESPN] SEC lunch links: &#10;Some linkage for you on a Thursday: Alabama will throw some different thing... http://es.pn/Td7qLp #RazorBacks
263743733424603136	289353817	"neutral"	&quot;@ESPNStatsInfo: Better QB: Ben Roethlisberger or Eli Manning? You make the call - and watch them face off this Sunday.&quot; Tony Romo.
264232235069235201	237195177	"neutral"	Damn only the 2nd day in the NBA season and Tony Parker already hitting game winners #clutch
264172932618657792	234122385	"positive"	Thanking all my lucky stars. (no Madonna) &quot;With the sun in the mornin&#39; &amp; the moon in the evenin&#39; I&#39;m alright.&quot;
253142492080373760	296919995	"negative"	The Philippines just passed a law worse than SOPA, which actually criminalizes criticizing someone online. http://www.cbsnews.com/8301-202_162-57522609/facebooks-like-may-land-filipinos-in-jail/
261783261762711552	83997859	"positive"	Emile Heskey has sure started his A-League career well. 4 goals in 3 games! May it continue. &quot;Match Stats http://www.footballaustralia.com.au/aleague/matchcentre/matchstats/Newcastle-Jets-FC-v-Melbourne-Victory-FC-Hyundai-A-League/2616#.UIproD2tiQU.twitter
264100195829178370	234049307	"neutral"	@justinsacher hey it&#39;s Natalie the intern at CBS 47 Do you mind if I shadow you tomorrow or Monday or whenever it&#39;s convenient for you? :)
264260321680687105	498596220	"objective-OR-neutral"	When I was little my brother Liam asked me &quot;is it tomorrow yet?&quot; And I replied &quot;no, it&#39;s always today.&quot; #5yearsold #bookofquotes #smartbaby
237390492927676416	296741451	"positive"	@emmasq Gary Ablett has to be a #Monty surely. A lot of losses, but clearly best and most influential player in the #AFL #Jobe &amp; Thommo 2nd
263467696899883008	41083372	"neutral"	@WilliamShatner You are top billing to Shakespeare in Google but 2nd in Wiki. One, a master of English; the other, from Stratford.#Shatoetry
264242920398413824	58632325	"neutral"	But some of ya need to calm down, there just snippets! And besides we get to hear them on iTunes on Monday so it&#39;s not really a big deal!
264029608356225025	129371328	"negative"	These past few weeks I haven&#39;t been excited about Scandal, Grey&#39;s or fried chicken Thursday....this semester has shown me no mercy smh
262557924709265409	910303874	"negative"	@edcfc73 cheers 4 the ticket ed 4 wednesday ,Steve looks a bit like Ricky gervais #ugly fucker
264241540262662144	301179060	"neutral"	@cocosworld @numolai nor&#39;easter superstorm with snow and low temps according to fox http://news.com it may change paths by then
263708376209444865	16933882	"neutral"	@TyMo214 Well said on HMW. Can you now address why Texans fans file out of the stadium midway through the 4th qtr of every game?
264222484621049858	33687069	"neutral"	But honestly I think Miami may be the Alabama of the NBA.
263821109948997632	233301126	"negative"	@BooGotti_So1OO Girl Exactly But I&#39;m Mad Because They Pushed Gotti Date Back! But Fuck All That NOVEMBER 23 RVA! Shawty how you acting??
264234360113348608	149700751	"objective-OR-neutral"	On the Jersey shore, emotion outweighs cost of rebuilding: BAY HEAD, N.J./BOSTON (Reuters) - The people of the Jersey Shore may feel ...
264159497478623232	19856460	"negative"	Sad scenes about Underoath splitting. Off to Newcastle tomorrow for the weekend. Try catch the #arsenal game too. @jamiedurent if yr about
259303770373124097	259812393	"negative"	Anybody at the Trib: where is Ike Taylor&#39;s Friday column? Sucks I can&#39;t find it. First one I&#39;ve actually looked forward to reading.
264127072497176576	913668780	"negative"	@CurtTheArcher1 The may have the best defense..but they still lost to the Packers
264096017467711488	840772320	"positive"	@Real_Liam_Payne i&#39;ll be in london, within zayn&#39;s birthday the 12th of january meet you there hahaaha DREAMS AND IMAGINATION OF MINE ..
263471255196418048	297750031	"positive"	Get pumped for the new season of Justified!! #january
264190196520722432	377735401	"positive"	#7ThingsAboutMyBestFriend 1.She is in love with Zayn Malik and Beau Brooks 2.Ive known her since 5th grade(; 3.She is so tiny!
263410952945401858	242772385	"negative"	Sunderland have some shit fans! They all were going home with 10 mins of the game left. Demba Ba still 2nd top scorer #lalas #smb
264253864616808448	893780286	"positive"	I hope anderson starts tomorrow&#39;s game he did very against chelsea
264186362553577472	55118681	"positive"	@ZackRyder Look forward to seeing you in Newcastle tomorrow night! I&#39;ll be front row wearing a Broski t-shirt! #WWWYKI
254366850903842817	19325303	"negative"	@tessgrosvenor27 the Fiesta Bowl. And I was surprised to see they were ranked 6th in the polls. Cuse don&#39;t get alot of love in football land
264230891113553921	243975343	"neutral"	I&#39;m going to the Texans game Sunday!
264202522598719488	22883605	"neutral"	@DJiAM_ it&#39;ll prolly sound like the 1st Pluto which was ................... ok, I wonder if he gone have Kanye on it
262650504411234304	40009279	"positive"	New series of Greys Anatomy starts on 07 November - one good thing about winter is the return of the best US shows! #nightsinfrontofthetelly
264059103092015105	303169096	"objective-OR-neutral"	Suarez is 1 YC away from a domestic suspension. If he picks up a YC this Sunday vs Newcastle, then he will miss the clash at SB next w/end.
263873145658814464	22223989	"negative"	Two-thirds of the NCAA football season are completed. The race for the BCS title game is heading to a huge controversy. http://dogged-sage.blogspot.com/2012/10/ncaa-football-report-for-october-2012.html
263800824633892866	68569840	"positive"	#Hawks fam, twitpic your Halloween costume to win a pair of tickets to see the Hawks defeat the Rockets this Friday @ATolliver44
262341309170319361	184025237	"negative"	Sitting at home on a Saturday night doing absolutely nothing... Guess I&#39;ll just watch Greys Anatomy all night. #lonerproblems #greysanatomy
263994623628812288	45924536	"negative"	Cardinals try to pick up the pieces against Packers: Embarrassed on Monday night, the Arizona Cardinals are left... http://bit.ly/Y6wmrO
264222475318071296	240028072	"positive"	@JulesHolman Dear one was driving from Newcastle. Sunday? So glad @NorelleFeeehan liked it - it was great to meet you Norelle!
263575508405612544	860082804	"neutral"	@Nessaa456 the 6th chapter talks about malcolm x and I think martin luther king,.he kinda contrasts them
264244721747107840	627694566	"neutral"	@1DticketsUSA online it said One Direction tix for Paris April 29th 2013 go on sale at 10am, what site can you buy tickets!
263965294383472640	25493984	"positive"	Off to Anfield on Sunday for LFC vs Newcastle with @willslater99 #excited
263760661404852225	295327788	"neutral"	@jadinexo U going to chalmers tomorrow?
263597932308226048	756820884	"positive"	@premierleague Mr Howard Webb did a fantastic comback in Chelsea match 05 February 2012 - with the help of two magic penalties of course...
264242569154789377	257445718	"neutral"	On the Jersey shore, emotion outweighs cost of rebuilding: BAY HEAD, N.J./BOSTON, Nov 2 (Reuters) - The people of... http://dlvr.it/2QKF18
264148349509328896	116544142	"positive"	Cowboys will beat the falcons sunday #iStamp
262883423062999040	429958162	"neutral"	Check out Sir Terry Leahy article in Saturday&#39;s Telegraph Weekend section re why he invested in GCSE Maths resource http://www.stuckonhomework.com.
264185661848944640	198304069	"positive"	Vegas Beat: Ellen reveals that Madonna helped her come out of the closet: Tuesday&#39;s episode of Ellen featured th... http://exm.nr/YauE8Y
264071103318749184	378315210	"positive"	Can&#39;t wait to go to the WVU vs. TCU game on Saturday
263718034919788544	21739174	"positive"	Very much looking forward to Saturday. Afternoon tea and Firework display at the Celtic Manor.
264164489698615297	549385188	"neutral"	16:46 Steven Pourier, Jr. (OLC) MADE the 1 shot Free Throw. DaSU leads 8 - 6 in the 1st Half. #NAIAMBB
264144616725573633	559684661	"neutral"	@ThomasCritchley hahaaa. well if u wanna take me to brazil i ain&#39;t gonn say no. How about viva brazil tho next Friday night? Bit cheaper XxX
262611879606755328	116531732	"neutral"	Trent Richardson has the Browns out to a 7-0 lead over the Chargers on Sunday. http://sbn.to/TouBV7
263192187313999872	36684594	"neutral"	Gerrard: &quot;Every single time they got the ball to their keeper it came in long&quot;. Sunday&#39;s long ball stats - Tim Howard (15), Brad Jones (20).
263543496802193408	29509033	"positive"	Muhammad Ali came into my work tonight to eat...I think that being in the presence of a legend made this Tuesday pretty legit.
264122899303116801	334711362	"positive"	&quot;I didn&#39;t want New York to miss my Madonna show. Get ready for Monday! It&#39;s gonna be on WNBC!&quot; There is a God&lt;333333 Thanks Ellen :&#39;3
262741756003635200	31060607	"neutral"	@AllyTuckerKSR @rbramblet Maybe KSRc needs a wrasslin&#39; recap then. @kysportsradio once mentioned we may have things about The Bachelor
263705972151824385	44403238	"objective-OR-neutral"	(Times Pic) LSU Coach Les Miles said BCS title game has no bearing on Saturday&#39;s matchup with Alabama http://dlvr.it/2PvkLk #LSU
261663379939291136	272497967	"negative"	Life just isn&#39;t the same when there is no Pretty Little Liars on Tuesday nights.
264198224213073921	41706396	"negative"	&quot;@rwh4vt: We look like UVA. There I said it.&quot; So sad but so very true.. November 24th is going to be a circus
264220138650365953	291744913	"neutral"	Class early in the mornjng =\ it&#39;s bedtime! But do get to see my Sam tomorrow :)
253002767302553600	28617520	"positive"	Hey @SDuPreeBemis :) Support to the Philippines? Cybercrime Law to be in full effect tomorrow. Our version of SOPA #JunktheCybercrimeLaw
262729697895526400	457630956	"negative"	&quot;@RayWJ: &quot;Despite what you may have heard, I actually do give a shit.&quot; --Honey Badger, in an interview with Piers Morgan&quot; @dogorman10
264051565520900096	239103122	"positive"	I get to see Ces tomorrow!!!!! Best news since the hurricane. He better not forget his flashlight!
263865863504027648	71666327	"neutral"	Can Mike Brown play golf? He may need to hit up the Stanford Women&#39;s team w Ty Willingham after this start, honestly... #Lakers
257248283259449345	180190197	"positive"	#njed please join @Sirotiak02 and myself this Tuesday @ 8:30 PM as we discuss HIB. Special guest moderator @WMS_Counselor glad to have you.
264198491750948864	234832462	"neutral"	Remember the midterm elections? Remember the Wisconsin recall? Just wait for next tuesday.
264070670714011648	85642095	"negative"	Just been informed my police hat from Saturday has made a home in Chalmers and no doubt has made a home with some skank sob
264218637316022272	157558754	"positive"	Watched a Pride and Prejudice play and then the season finale of the 2nd season of Downton Abbey. Tonight is so British.
264196161500479488	43642204	"positive"	it&#39;s either UA or AU for grad school. As much as I love Alabama, I&#39;m thinking Auburn may be the better choice for me.
264208148305424384	424707545	"neutral"	@bmwgirl_ Devil&#39;s in the house of the rising sun. Chicken&#39;s in the bread pan picking out dough, granny does your dog bite, &quot;no child, no&quot;
262288470612013056	834009588	"negative"	Napoleon Dynamite may be the most awkward person ever
250084781725990912	145858174	"negative"	i hate how MLK Jr got caught apewalkin at the Selma March (reason why white people call us monkeys)
262041273526001664	133147090	"neutral"	I&#39;m not sure how Teddy Bridgewater playing in the Orange Bowl will go over in Miami. We may find out.
264112308777803776	17418812	"positive"	@bursonperson - Spotted: I just saw Elvis, I&#39;m beginning to like the temporary 7th floor office. ;) @AOlavarria
264232068723122176	806720598	"positive"	got to rockdale today and going back to houston tomorrow THANK GOD!
253702800117215232	779056958	"positive"	@MMFlint you got a sweet shout out at a Jon huntsman jr speech in St. Louis Monday night. Well done!
264229363485138944	859446558	"neutral"	China to open cultural centre in Nepal: Kathmandu, Nov 2 (IANS) China is going to open a cultural cen... http://bit.ly/Yb9Qy5 @yahoonews
263786871241465857	283628025	"neutral"	Why is Jay Cutler good in the 4th qtr and not others? Good question, ESPN. Could be worse, though; he could be Tony Romo.
264189541341085696	45632476	"positive"	Pacers fans are going to have fun on Saturday...
264230836587597824	15480988	"neutral"	YouTube improves upload process with optional notifications and new tags editor: Google on Thursday announced th... http://tnw.co/SuHriy
264127503147364354	594023196	"positive"	Congratulations on scoring your first goal for Swansea yesterday. May I say that you look exactly like Jonas Gutierrez ! @ChicoFlores12
264098731438243840	282962709	"neutral"	Ay up @keithmaxmoz You still want me to get you a pair of tickets for the Sunderland match on 2nd Jan (7.45pm ko)?
233646972853186561	506436492	"neutral"	A lot of work goes into to showing a Movie Under the Stars! Come out tomorrow night at watch Joyful Noise on our... http://fb.me/1XrzKCE42
263353152798081024	22091620	"negative"	Contraband was prolly the worst below average movie I ever sat and finished watching in my life
262789538294935553	250527408	"positive"	@BrodyLogan | That way, the Orange Bowl would always be a part of me. I think it was a wise choice. Shit, is it Thursday yet? Game time!
264228141336256512	21318527	"positive"	Love my new #toy.I mean my IPod touch.5th generation.Does everything but make phone calls and has no GPS ability.I don&#39;t need those options.
263838207165218816	305240085	"negative"	@JonathaMingo In other related news, you know there&#39;s no Parks tomorrow?
264222435249901568	20769497	"negative"	Gold edges down ahead of US jobs data: SINGAPORE (Reuters) - Gold edged lower on Friday, with investors waiting ... http://bit.ly/Wdww2r
256951360573030401	71919090	"positive"	I will watch Coach Stews Fiesta Bowl speech before the game tomorrow. Just seems right for some reason. I know he is smiling at this team.
264145643528916993	533611263	"objective-OR-neutral"	Guarantee if I go to maths tomorrow ill spend the whole time talking
263847027622952960	373660341	"neutral"	@OnlyOne_Tikeya it&#39;s party on nov 11th at da CHALMERS community hall 10$ to get n
263998062945521666	90710088	"negative"	HOLY SHIT. I just realized that I missed Pretty Little Liars on Tuesday. :/
264155821238259713	565415740	"neutral"	@Lydia_Style @candyjacobs ahhh girls if I was not going to Dubai on Wed I would take u ladies !! Hope u can come visit me in land of sand x
